src_ip,dst_ip,packet_size,ttl,ip_flags,fragment_offset,ip_header_length,ip_checksum,src_mac,dst_mac,label
1921680206,1921680201,60,64,0,0,20,2447,133671544774,133671544484,1
21773160140,1921680201,1466,118,0,0,20,29844,133671544825,133671544484,0
1921680212,1921680201,60,64,0,0,20,48981,106260561257785,133671544484,1
1921680201,21773160140,78,64,2,0,20,8904,133671544484,133671544825,0
1921680201,21773160140,94,64,2,0,20,10158,133671544484,133671544825,0
21773160140,1921680201,4266,118,0,0,20,29222,133671544825,133671544484,0
1921680201,21773160140,78,64,2,0,20,9158,133671544484,133671544825,0
1921680201,1921680203,42,64,0,0,20,17960,133671544484,133671544775,0
1921680208,1921680201,60,64,0,0,20,7308,106260561259611,133671544484,1
21773160140,1921680201,2866,118,0,0,20,27936,133671544825,133671544484,0
21773160140,1921680201,4266,118,0,0,20,28168,133671544825,133671544484,0
1921680212,1921680201,60,64,0,0,20,10769,106260561257785,133671544484,1
1921680201,21773160140,78,64,2,0,20,10348,133671544484,133671544825,0
1921680212,1921680201,60,64,0,0,20,53835,106260561257785,133671544484,1
21773160140,1921680201,1466,118,0,0,20,29815,133671544825,133671544484,0
1921680201,1921680204,42,64,0,0,20,130,133671544484,106260561259283,0
21773160140,1921680201,2866,118,0,0,20,29848,133671544825,133671544484,0
1921680212,1921680201,60,64,0,0,20,51836,106260561257785,133671544484,1
21773160140,1921680201,2866,118,0,0,20,29839,133671544825,133671544484,0
21773160140,1921680201,1466,118,0,0,20,33807,133671544825,133671544484,0
1921680203,1921680201,60,64,0,0,20,18198,133671544775,133671544484,1
1921680203,1921680201,60,64,0,0,20,4829,133671544775,133671544484,1
1921680201,1921680202,42,64,0,0,20,30860,133671544484,133671544710,0
21773160140,1921680201,2866,118,0,0,20,32287,133671544825,133671544484,0
1921680201,1921680211,42,64,0,0,20,58491,133671544484,133671544485,0
21773160140,1921680201,4266,118,0,0,20,24496,133671544825,133671544484,0
21773160140,1921680201,5666,118,0,0,20,22753,133671544825,133671544484,0
21773160140,1921680201,4266,118,0,0,20,30243,133671544825,133671544484,0
1921680201,1921680203,42,64,0,0,20,16762,133671544484,133671544775,0
1921680201,21773160140,1294,64,2,0,20,64165,133671544484,133671544825,0
1921680202,1921680201,60,64,0,0,20,45005,133671544710,133671544484,1
1921680208,1921680201,60,64,0,0,20,61827,106260561259611,133671544484,1
1921680205,1921680201,60,64,0,0,20,31706,133671544708,133671544484,1
1921680201,1921680208,42,64,0,0,20,5256,133671544484,106260561259611,0
21773160140,1921680201,1466,118,0,0,20,31488,133671544825,133671544484,0
1921680202,1921680201,60,64,0,0,20,40758,133671544710,133671544484,1
1921680206,1921680201,60,64,0,0,20,23237,133671544774,133671544484,1
1921680201,1921680212,42,64,0,0,20,24095,133671544484,106260561257785,0
1921680201,21773160140,66,64,2,0,20,9971,133671544484,133671544825,0
21773160140,1921680201,2866,118,0,0,20,32328,133671544825,133671544484,0
21773160140,1921680201,1466,118,0,0,20,28693,133671544825,133671544484,0
21773160140,1921680201,2866,118,0,0,20,30608,133671544825,133671544484,0
1921680211,1921680201,60,64,0,0,20,54828,133671544485,133671544484,1
1921680208,1921680201,60,64,0,0,20,31675,106260561259611,133671544484,1
1921680201,21773160140,94,64,2,0,20,8722,133671544484,133671544825,0
21773160140,1921680201,1466,118,0,0,20,33968,133671544825,133671544484,0
1921680204,1921680201,60,64,0,0,20,14499,106260561259283,133671544484,1
1921680201,1921680202,42,64,0,0,20,30964,133671544484,133671544710,0
21773160140,1921680201,27378,118,0,0,20,4188,133671544825,133671544484,0
21773160140,1921680201,4266,118,0,0,20,25467,133671544825,133671544484,0
1921680205,1921680201,60,64,0,0,20,4928,133671544708,133671544484,1
1921680203,1921680201,60,64,0,0,20,49729,133671544775,133671544484,1
1921680208,1921680201,60,64,0,0,20,16164,106260561259611,133671544484,1
1921680201,142250181238,105,64,2,0,20,54189,133671544484,133671544825,0
1921680201,21773160140,94,64,2,0,20,9475,133671544484,133671544825,0
1921680201,1921680206,42,64,0,0,20,60844,133671544484,133671544774,0
1921680201,1921680207,42,64,0,0,20,52810,133671544484,133671544832,0
1921680202,1921680201,60,64,0,0,20,61288,133671544710,133671544484,1
1921680201,1921680207,42,64,0,0,20,53014,133671544484,133671544832,0
1921680206,1921680201,60,64,0,0,20,29135,133671544774,133671544484,1
1921680205,1921680201,60,64,0,0,20,43093,133671544708,133671544484,1
1921680208,1921680201,60,64,0,0,20,14646,106260561259611,133671544484,1
21773160140,1921680201,4266,118,0,0,20,31101,133671544825,133671544484,0
1921680201,21773160140,94,64,2,0,20,9987,133671544484,133671544825,0
1921680205,1921680201,60,64,0,0,20,13164,133671544708,133671544484,1
1921680201,21773160140,1294,64,2,0,20,64165,133671544484,133671544825,0
1921680201,21773160140,66,64,2,0,20,10254,133671544484,133671544825,0
21773160140,1921680201,2866,118,0,0,20,30581,133671544825,133671544484,0
1921680206,1921680201,60,64,0,0,20,52614,133671544774,133671544484,1
1921680201,1921680211,42,64,0,0,20,58753,133671544484,133671544485,0
1921680201,21773160140,78,64,2,0,20,9163,133671544484,133671544825,0
21773160140,1921680201,5666,118,0,0,20,28737,133671544825,133671544484,0
21773160140,1921680201,4266,118,0,0,20,31283,133671544825,133671544484,0
21773160140,1921680201,2866,118,0,0,20,27186,133671544825,133671544484,0
1921680201,21773160140,1466,64,2,0,20,9094,133671544484,133671544825,0
1921680201,1921680212,42,64,0,0,20,23527,133671544484,106260561257785,0
1921680201,1921680206,42,64,0,0,20,61541,133671544484,133671544774,0
21773160140,1921680201,1466,118,0,0,20,34472,133671544825,133671544484,0
1921680205,1921680201,60,64,0,0,20,10678,133671544708,133671544484,1
1921680201,21773160140,86,64,2,0,20,8749,133671544484,133671544825,0
1921680205,1921680201,60,64,0,0,20,13661,133671544708,133671544484,1
1921680201,21773160140,1466,64,2,0,20,7863,133671544484,133671544825,0
1921680203,1921680201,60,64,0,0,20,26701,133671544775,133671544484,1
1921680201,1921680202,42,64,0,0,20,31680,133671544484,133671544710,0
21773160140,1921680201,1466,118,0,0,20,31483,133671544825,133671544484,0
1921680201,1921680208,42,64,0,0,20,5372,133671544484,106260561259611,0
21773160140,1921680201,93,118,0,0,20,34215,133671544825,133671544484,0
21773160140,1921680201,23178,118,0,0,20,6860,133671544825,133671544484,0
1921680201,21773160140,66,64,2,0,20,9695,133671544484,133671544825,0
21773160140,1921680201,1466,118,0,0,20,29745,133671544825,133671544484,0
1921680201,21773160140,78,64,2,0,20,10339,133671544484,133671544825,0
1921680207,1921680201,60,64,0,0,20,15768,133671544832,133671544484,1
